orig_fips,county_state,total_out_exemptions
21007,"Ballard County, Kentucky",228
29137,"Monroe County, Missouri",228
30087,"Rosebud County, Montana",228
48255,"Karnes County, Texas",228
48297,"Live Oak County, Texas",228
19059,"Dickinson County, Iowa",227
48305,"Lynn County, Texas",226
54105,"Wirt County, West Virginia",226
17155,"Putnam County, Illinois",225
51119,"Middlesex County, Virginia",225
17003,"Alexander County, Illinois",224
51049,"Cumberland County, Virginia",224
54089,"Summers County, West Virginia",224
01105,"Perry County, Alabama",223
19119,"Lyon County, Iowa",223
28097,"Montgomery County, Mississippi",223
35051,"Sierra County, New Mexico",223
38055,"McLean County, North Dakota",223
42073,"Lawrence County, Pennsylvania",223
18115,"Ohio County, Indiana",222
29151,"Osage County, Missouri",222
48153,"Floyd County, Texas",222
40075,"Kiowa County, Oklahoma",221
21069,"Fleming County, Kentucky",220
48065,"Carson County, Texas",220
48193,"Hamilton County, Texas",220
21023,"Bracken County, Kentucky",219
19025,"Calhoun County, Iowa",218
47101,"Lewis County, Tennessee",218
48047,"Brooks County, Texas",218
13303,"Washington County, Georgia",217
21109,"Jackson County, Kentucky",217
31137,"Phelps County, Nebraska",217
47061,"Grundy County, Tennessee",217
27135,"Roseau County, Minnesota",216
47007,"Bledsoe County, Tennessee",216
22081,"Red River Parish, Louisiana",215
02185,"North Slope Borough, Alaska",214
13191,"McIntosh County, Georgia",214
19001,"Adair County, Iowa",214
38099,"Walsh County, North Dakota",214
46125,"Turner County, South Dakota",214
47153,"Sequatchie County, Tennessee",214
01023,"Choctaw County, Alabama",213
53043,"Lincoln County, Washington",213
16085,"Valley County, Idaho",212
40085,"Love County, Oklahoma",212
31027,"Cedar County, Nebraska",211
48495,"Winkler County, Texas",211
28053,"Humphreys County, Mississippi",210
29061,"Daviess County, Missouri",210
51005,"Alleghany County, Virginia",210
51051,"Dickenson County, Virginia",210
19073,"Greene County, Iowa",209
20003,"Anderson County, Kansas",208
21171,"Monroe County, Kentucky",208
35037,"Quay County, New Mexico",208
46079,"Lake County, South Dakota",208
48437,"Swisher County, Texas",208
08055,"Huerfano County, Colorado",207
51159,"Richmond County, Virginia",207
20159,"Rice County, Kansas",206
22065,"Madison Parish, Louisiana",206
47095,"Lake County, Tennessee",206
48399,"Runnels County, Texas",206
48425,"Somervell County, Texas",206
51620,"Franklin city, Virginia",206
19189,"Winnebago County, Iowa",205
21131,"Leslie County, Kentucky",205
17071,"Henderson County, Illinois",204
30035,"Glacier County, Montana",204
48405,"San Augustine County, Texas",204
28119,"Quitman County, Mississippi",202
13235,"Pulaski County, Georgia",201
13161,"Jeff Davis County, Georgia",200
16081,"Teton County, Idaho",200
21221,"Trigg County, Kentucky",199
25007,"Dukes County, Massachusetts",199
47151,"Scott County, Tennessee",199
19063,"Emmet County, Iowa",198
29181,"Ripley County, Missouri",198
42117,"Tioga County, Pennsylvania",198
48335,"Mitchell County, Texas",198
51103,"Lancaster County, Virginia",198
38079,"Rolette County, North Dakota",197
42039,"Crawford County, Pennsylvania",197
05011,"Bradley County, Arkansas",196
13287,"Turner County, Georgia",196
13317,"Wilkes County, Georgia",196
19037,"Chickasaw County, Iowa",196
27121,"Pope County, Minnesota",196
51181,"Surry County, Virginia",196
05073,"Lafayette County, Arkansas",195
13167,"Johnson County, Georgia",195
17079,"Jasper County, Illinois",195
27089,"Marshall County, Minnesota",195
49025,"Kane County, Utah",195
27133,"Rock County, Minnesota",194
29033,"Carroll County, Missouri",194
05039,"Dallas County, Arkansas",193
13005,"Bacon County, Georgia",193
39121,"Noble County, Ohio",193
40033,"Cotton County, Oklahoma",193
46113,"Shannon County, South Dakota",193
18161,"Union County, Indiana",192
19137,"Montgomery County, Iowa",191
26001,"Alcona County, Michigan",191
27151,"Swift County, Minnesota",191
13181,"Lincoln County, Georgia",190
27165,"Watonwan County, Minnesota",190
42051,"Fayette County, Pennsylvania",190
19175,"Union County, Iowa",189
20095,"Kingman County, Kansas",189
46109,"Roberts County, South Dakota",189
51115,"Mathews County, Virginia",189
16063,"Lincoln County, Idaho",188
20197,"Wabaunsee County, Kansas",188
31039,"Cuming County, Nebraska",188
47181,"Wayne County, Tennessee",188
12037,"Franklin County, Florida",187
21127,"Lawrence County, Kentucky",187
54085,"Ritchie County, West Virginia",187
08081,"Moffat County, Colorado",185
29125,"Maries County, Missouri",185
40093,"Major County, Oklahoma",185
21135,"Lewis County, Kentucky",184
22035,"East Carroll Parish, Louisiana",184
27075,"Lake County, Minnesota",184
29185,"St. Clair County, Missouri",184
56043,"Washakie County, Wyoming",184
26141,"Presque Isle County, Michigan",183
28019,"Choctaw County, Mississippi",183
29149,"Oregon County, Missouri",183
31093,"Howard County, Nebraska",183
50009,"Essex County, Vermont",183
54023,"Grant County, West Virginia",183
56031,"Platte County, Wyoming",183
29041,"Chariton County, Missouri",182
48127,"Dimmit County, Texas",182
49001,"Beaver County, Utah",182
13165,"Jenkins County, Georgia",181
16021,"Boundary County, Idaho",181
19053,"Decatur County, Iowa",181
04011,"Greenlee County, Arizona",180
13003,"Atkinson County, Georgia",180
19117,"Lucas County, Iowa",180
20143,"Ottawa County, Kansas",180
40151,"Woods County, Oklahoma",180
17149,"Pike County, Illinois",179
21169,"Metcalfe County, Kentucky",179
18101,"Martin County, Indiana",178
46033,"Custer County, South Dakota",176
47091,"Johnson County, Tennessee",176
48119,"Delta County, Texas",176
08065,"Lake County, Colorado",175
40141,"Tillman County, Oklahoma",175
51131,"Northampton County, Virginia",175
31021,"Burt County, Nebraska",174
31041,"Custer County, Nebraska",174
31045,"Dawes County, Nebraska",174
28125,"Sharkey County, Mississippi",173
29223,"Wayne County, Missouri",173
27107,"Norman County, Minnesota",172
31127,"Nemaha County, Nebraska",172
31173,"Thurston County, Nebraska",172
32033,"White Pine County, Nevada",172
51157,"Rappahannock County, Virginia",172
54015,"Clay County, West Virginia",172
29079,"Grundy County, Missouri",171
31099,"Kearney County, Nebraska",171
54063,"Monroe County, West Virginia",170
17153,"Pulaski County, Illinois",169
20151,"Pratt County, Kansas",169
21143,"Lyon County, Kentucky",169
49019,"Grand County, Utah",169
51530,"Buena Vista city, Virginia",169
13201,"Miller County, Georgia",167
35023,"Hidalgo County, New Mexico",167
17047,"Edwards County, Illinois",166
19005,"Allamakee County, Iowa",166
26039,"Crawford County, Michigan",166
13197,"Marion County, Georgia",165
13301,"Warren County, Georgia",165
17171,"Scott County, Illinois",165
17175,"Stark County, Illinois",165
47127,"Moore County, Tennessee",165
20029,"Cloud County, Kansas",164
38057,"Mercer County, North Dakota",164
08103,"Rio Blanco County, Colorado",163
47049,"Fentress County, Tennessee",163
51133,"Northumberland County, Virginia",163
20027,"Clay County, Kansas",162
20069,"Gray County, Kansas",162
54073,"Pleasants County, West Virginia",162
02016,"Aleutians West Census Area, Alaska",161
08113,"San Miguel County, Colorado",161
31139,"Pierce County, Nebraska",161
46041,"Dewey County, South Dakota",161
55078,"Menominee County, Wisconsin",161
05147,"Woodruff County, Arkansas",159
22021,"Caldwell Parish, Louisiana",159
29111,"Lewis County, Missouri",159
31121,"Merrick County, Nebraska",159
45005,"Allendale County, South Carolina",159
56003,"Big Horn County, Wyoming",159
19161,"Sac County, Iowa",158
27063,"Jackson County, Minnesota",158
38003,"Barnes County, North Dakota",158
27101,"Murray County, Minnesota",157
31013,"Box Butte County, Nebraska",157
55091,"Pepin County, Wisconsin",157
13263,"Talbot County, Georgia",156
26119,"Montmorency County, Michigan",156
30027,"Fergus County, Montana",155
31051,"Dixon County, Nebraska",155
53013,"Columbia County, Washington",155
29085,"Hickory County, Missouri",154
38097,"Traill County, North Dakota",154
13141,"Hancock County, Georgia",153
19135,"Monroe County, Iowa",153
19195,"Worth County, Iowa",153
28157,"Wilkinson County, Mississippi",153
31179,"Wayne County, Nebraska",153
38049,"McHenry County, North Dakota",153
48429,"Stephens County, Texas",153
56019,"Johnson County, Wyoming",153
20131,"Nemaha County, Kansas",152
37043,"Clay County, North Carolina",152
51097,"King and Queen County, Virginia",152
51105,"Lee County, Virginia",152
19109,"Kossuth County, Iowa",151
27029,"Clearwater County, Minnesota",150
05097,"Montgomery County, Arkansas",149
27033,"Cottonwood County, Minnesota",149
30089,"Sanders County, Montana",149
42083,"Mc Kean County, Pennsylvania",149
13241,"Rabun County, Georgia",148
29103,"Knox County, Missouri",148
40007,"Beaver County, Oklahoma",148
21147,"McCreary County, Kentucky",147
16077,"Power County, Idaho",146
19133,"Monona County, Iowa",146
40127,"Pushmataha County, Oklahoma",146
46101,"Moody County, South Dakota",146
21207,"Russell County, Kentucky",145
26053,"Gogebic County, Michigan",145
27173,"Yellow Medicine County, Minnesota",144
31095,"Jefferson County, Nebraska",144
22107,"Tensas Parish, Louisiana",143
28063,"Jefferson County, Mississippi",143
37005,"Alleghany County, North Carolina",143
48317,"Martin County, Texas",143
20073,"Greenwood County, Kansas",142
12077,"Liberty County, Florida",141
21025,"Breathitt County, Kentucky",141
42059,"Greene County, Pennsylvania",141
08125,"Yuma County, Colorado",140
40053,"Grant County, Oklahoma",140
48083,"Coleman County, Texas",140
05013,"Calhoun County, Arkansas",139
30073,"Pondera County, Montana",138
42123,"Warren County, Pennsylvania",138
27071,"Koochiching County, Minnesota",137
35033,"Mora County, New Mexico",137
46087,"McCook County, South Dakota",137
46117,"Stanley County, South Dakota",137
55041,"Forest County, Wisconsin",137
29035,"Carter County, Missouri",136
51720,"Norton city, Virginia",136
19089,"Howard County, Iowa",135
51515,"Bedford city, Virginia",135
19177,"Van Buren County, Iowa",134
48017,"Bailey County, Texas",134
47027,"Clay County, Tennessee",133
13269,"Taylor County, Georgia",132
20117,"Marshall County, Kansas",132
29205,"Shelby County, Missouri",132
30001,"Beaverhead County, Montana",132
19147,"Palo Alto County, Iowa",131
27051,"Grant County, Minnesota",131
27117,"Pipestone County, Minnesota",131
30099,"Teton County, Montana",131
54007,"Braxton County, West Virginia",131
31035,"Clay County, Nebraska",130
42021,"Cambria County, Pennsylvania",130
21055,"Crittenden County, Kentucky",129
21159,"Martin County, Kentucky",129
31003,"Antelope County, Nebraska",129
48235,"Irion County, Texas",129
02240,"Southeast Fairbanks Census Area, Alaska",128
16061,"Lewis County, Idaho",128
30017,"Custer County, Montana",128
31059,"Fillmore County, Nebraska",128
40003,"Alfalfa County, Oklahoma",128
26071,"Iron County, Michigan",127
19091,"Humboldt County, Iowa",126
26003,"Alger County, Michigan",126
31143,"Polk County, Nebraska",126
38067,"Pembina County, North Dakota",126
46051,"Grant County, South Dakota",126
48207,"Haskell County, Texas",126
48391,"Refugio County, Texas",126
54095,"Tyler County, West Virginia",126
08025,"Crowley County, Colorado",125
19173,"Taylor County, Iowa",125
38061,"Mountrail County, North Dakota",125
46057,"Hamlin County, South Dakota",125
49017,"Garfield County, Utah",125
08007,"Archuleta County, Colorado",124
13037,"Calhoun County, Georgia",124
20019,"Chautauqua County, Kansas",124
31101,"Keith County, Nebraska",124
46009,"Bon Homme County, South Dakota",124
19007,"Appanoose County, Iowa",123
30023,"Deer Lodge County, Montana",123
29075,"Gentry County, Missouri",122
48079,"Cochran County, Texas",122
30083,"Richland County, Montana",121
54017,"Doddridge County, West Virginia",121
13281,"Towns County, Georgia",120
02188,"Northwest Arctic Borough, Alaska",119
31089,"Holt County, Nebraska",118
02220,"Sitka Borough, Alaska",117
21039,"Carlisle County, Kentucky",117
38085,"Sioux County, North Dakota",117
41037,"Lake County, Oregon",117
13315,"Wilcox County, Georgia",116
46067,"Hutchinson County, South Dakota",116
16003,"Adams County, Idaho",115
32027,"Pershing County, Nevada",115
35019,"Guadalupe County, New Mexico",115
08021,"Conejos County, Colorado",114
17009,"Brown County, Illinois",114
31123,"Morrill County, Nebraska",114
17065,"Hamilton County, Illinois",113
19051,"Davis County, Iowa",113
13309,"Wheeler County, Georgia",112
27125,"Red Lake County, Minnesota",112
31033,"Cheyenne County, Nebraska",112
48359,"Oldham County, Texas",112
02180,"Nome Census Area, Alaska",111
21053,"Clinton County, Kentucky",111
31147,"Richardson County, Nebraska",111
38005,"Benson County, North Dakota",111
48357,"Ochiltree County, Texas",110
06091,"Sierra County, California",109
19151,"Pocahontas County, Iowa",109
21181,"Nicholas County, Kentucky",109
31065,"Furnas County, Nebraska",109
46023,"Charles Mix County, South Dakota",109
13007,"Baker County, Georgia",108
55037,"Florence County, Wisconsin",108
19093,"Ida County, Iowa",107
26013,"Baraga County, Michigan",107
30077,"Powell County, Montana",107
12067,"Lafayette County, Florida",106
21105,"Hickman County, Kentucky",106
56011,"Crook County, Wyoming",106
40067,"Jefferson County, Oklahoma",105
47175,"Van Buren County, Tennessee",105
13053,"Chattahoochee County, Georgia",104
20145,"Pawnee County, Kansas",103
48081,"Coke County, Texas",103
02270,"Wade Hampton Census Area, Alaska",102
20077,"Harper County, Kansas",102
46123,"Tripp County, South Dakota",102
06049,"Modoc County, California",101
28103,"Noxubee County, Mississippi",101
16029,"Caribou County, Idaho",100
38053,"McKenzie County, North Dakota",100
48111,"Dallam County, Texas",100
55051,"Iron County, Wisconsin",100
46039,"Deuel County, South Dakota",99
20093,"Kearny County, Kansas",98
21165,"Menifee County, Kentucky",98
47135,"Perry County, Tennessee",98
48501,"Yoakum County, Texas",98
29045,"Clark County, Missouri",97
48283,"La Salle County, Texas",97
13283,"Treutlen County, Georgia",95
21129,"Lee County, Kentucky",95
21153,"Magoffin County, Kentucky",95
38073,"Ransom County, North Dakota",95
38081,"Sargent County, North Dakota",94
46047,"Fall River County, South Dakota",94
02068,"Denali Borough||| (created after 1990), Alaska",93
27149,"Stevens County, Minnesota",93
20127,"Morris County, Kansas",92
40029,"Coal County, Oklahoma",92
51580,"Covington city, Virginia",92
20067,"Grant County, Kansas",90
20123,"Mitchell County, Kansas",90
29203,"Shannon County, Missouri",90
30005,"Blaine County, Montana",90
13101,"Echols County, Georgia",89
17059,"Gallatin County, Illinois",89
48483,"Wheeler County, Texas",89
13065,"Clinch County, Georgia",88
17169,"Schuyler County, Illinois",88
19185,"Wayne County, Iowa",88
29087,"Holt County, Missouri",88
29211,"Sullivan County, Missouri",88
48151,"Fisher County, Texas",88
48229,"Hudspeth County, Texas",88
51045,"Craig County, Virginia",88
08011,"Bent County, Colorado",87
20053,"Ellsworth County, Kansas",87
46037,"Day County, South Dakota",87
54021,"Gilmer County, West Virginia",87
46077,"Kingsbury County, South Dakota",86
48103,"Crane County, Texas",86
48275,"Knox County, Texas",86
53069,"Wahkiakum County, Washington",86
28037,"Franklin County, Mississippi",85
30061,"Mineral County, Montana",85
32017,"Lincoln County, Nevada",85
46115,"Spink County, South Dakota",85
13259,"Stewart County, Georgia",84
17151,"Pope County, Illinois",83
19143,"Osceola County, Iowa",83
31167,"Stanton County, Nebraska",83
48095,"Concho County, Texas",83
32021,"Mineral County, Nevada",82
38009,"Bottineau County, North Dakota",82
25019,"Nantucket County, Massachusetts",81
54093,"Tucker County, West Virginia",81
19009,"Audubon County, Iowa",80
19131,"Mitchell County, Iowa",80
21175,"Morgan County, Kentucky",80
48129,"Donley County, Texas",80
08027,"Custer County, Colorado",79
21063,"Elliott County, Kentucky",79
26095,"Luce County, Michigan",79
30065,"Musselshell County, Montana",79
31107,"Knox County, Nebraska",79
51021,"Bland County, Virginia",79
08073,"Lincoln County, Colorado",78
13249,"Schley County, Georgia",78
32015,"Lander County, Nevada",78
46045,"Edmunds County, South Dakota",78
46121,"Todd County, South Dakota",78
48169,"Garza County, Texas",78
08121,"Washington County, Colorado",77
17013,"Calhoun County, Illinois",77
38103,"Wells County, North Dakota",77
51017,"Bath County, Virginia",77
05129,"Searcy County, Arkansas",76
27031,"Cook County, Minnesota",76
48385,"Real County, Texas",76
48461,"Upton County, Texas",76
20193,"Thomas County, Kansas",75
29171,"Putnam County, Missouri",75
47067,"Hancock County, Tennessee",75
20167,"Russell County, Kansas",74
42105,"Potter County, Pennsylvania",74
42111,"Somerset County, Pennsylvania",74
20185,"Stafford County, Kansas",73
30007,"Broadwater County, Montana",73
40043,"Dewey County, Oklahoma",73
47137,"Pickett County, Tennessee",73
31097,"Johnson County, Nebraska",72
38075,"Renville County, North Dakota",72
46061,"Hanson County, South Dakota",72
02232,"Skagway-Hoonah-Angoon Census Area|  (created after 1990), Alaska",71
27087,"Mahnomen County, Minnesota",71
38063,"Nelson County, North Dakota",71
29197,"Schuyler County, Missouri",70
30101,"Toole County, Montana",70
38019,"Cavalier County, North Dakota",70
46025,"Clark County, South Dakota",70
48197,"Hardeman County, Texas",70
42127,"Wayne County, Pennsylvania",69
30021,"Dawson County, Montana",68
02070,"Dillingham Census Area, Alaska",67
42009,"Bedford County, Pennsylvania",67
54071,"Pendleton County, West Virginia",67
56017,"Hot Springs County, Wyoming",67
02201,"Prince of Wales-Outer Ketchikan Census Area, Alaska",66
21237,"Wolfe County, Kentucky",66
38041,"Hettinger County, North Dakota",66
16071,"Oneida County, Idaho",65
31061,"Franklin County, Nebraska",65
41023,"Grant County, Oregon",65
48011,"Armstrong County, Texas",65
20129,"Morton County, Kansas",64
30057,"Madison County, Montana",64
38029,"Emmons County, North Dakota",64
54101,"Webster County, West Virginia",64
27081,"Lincoln County, Minnesota",63
30105,"Valley County, Montana",63
48173,"Glasscock County, Texas",63
38045,"LaMoure County, North Dakota",61
48417,"Shackelford County, Texas",61
54075,"Pocahontas County, West Virginia",61
48307,"McCulloch County, Texas",60
31011,"Boone County, Nebraska",59
31129,"Nuckolls County, Nebraska",59
42057,"Fulton County, Pennsylvania",59
48413,"Schleicher County, Texas",59
08091,"Ouray County, Colorado",58
20049,"Elk County, Kansas",58
29081,"Harrison County, Missouri",58
31083,"Harlan County, Nebraska",58
42075,"Lebanon County, Pennsylvania",58
30097,"Sweet Grass County, Montana",57
46085,"Lyman County, South Dakota",56
13239,"Quitman County, Georgia",55
30015,"Chouteau County, Montana",55
31163,"Sherman County, Nebraska",55
37075,"Graham County, North Carolina",55
41063,"Wallowa County, Oregon",55
46015,"Brule County, South Dakota",55
17069,"Hardin County, Illinois",54
30039,"Granite County, Montana",54
48205,"Hartley County, Texas",54
48411,"San Saba County, Texas",54
08063,"Kit Carson County, Colorado",53
20105,"Lincoln County, Kansas",53
20165,"Rush County, Kansas",53
29179,"Reynolds County, Missouri",53
38069,"Pierce County, North Dakota",53
06003,"Alpine County, California",52
16059,"Lemhi County, Idaho",52
20171,"Scott County, Kansas",52
31125,"Nance County, Nebraska",52
40045,"Ellis County, Oklahoma",52
54013,"Calhoun County, West Virginia",52
21057,"Cumberland County, Kentucky",51
32011,"Eureka County, Nevada",51
36041,"Hamilton County, New York",51
38025,"Dunn County, North Dakota",51
40055,"Greer County, Oklahoma",51
56045,"Weston County, Wyoming",51
31087,"Hitchcock County, Nebraska",50
31181,"Webster County, Nebraska",49
38043,"Kidder County, North Dakota",49
31169,"Thayer County, Nebraska",48
41055,"Sherman County, Oregon",48
46031,"Corson County, South Dakota",48
02013,"Aleutians East Borough, Alaska",47
41025,"Harney County, Oregon",47
48383,"Reagan County, Texas",47
48421,"Sherman County, Texas",47
31133,"Pawnee County, Nebraska",46
48105,"Crockett County, Texas",46
48247,"Jim Hogg County, Texas",46
48435,"Sutton County, Texas",46
26131,"Ontonagon County, Michigan",45
27073,"Lac qui Parle County, Minnesota",45
29199,"Scotland County, Missouri",45
38031,"Foster County, North Dakota",45
56035,"Sublette County, Wyoming",45
08095,"Phillips County, Colorado",44
13243,"Randolph County, Georgia",44
13307,"Webster County, Georgia",44
20163,"Rooks County, Kansas",44
20181,"Sherman County, Kansas",44
26135,"Oscoda County, Michigan",44
16007,"Bear Lake County, Idaho",43
26083,"Keweenaw County, Michigan",43
31063,"Frontier County, Nebraska",43
46111,"Sanborn County, South Dakota",43
49033,"Rich County, Utah",43
20081,"Haskell County, Kansas",42
30085,"Roosevelt County, Montana",42
31073,"Gosper County, Nebraska",42
38021,"Dickey County, North Dakota",42
48195,"Hansford County, Texas",42
31031,"Cherry County, Nebraska",41
31161,"Sheridan County, Nebraska",41
46129,"Walworth County, South Dakota",41
48271,"Kinney County, Texas",41
31175,"Valley County, Nebraska",40
40129,"Roger Mills County, Oklahoma",40
20207,"Woodson County, Kansas",39
37095,"Hyde County, North Carolina",39
37177,"Tyrrell County, North Carolina",39
48023,"Baylor County, Texas",38
48267,"Kimble County, Texas",38
08033,"Dolores County, Colorado",36
20007,"Barber County, Kansas",36
20025,"Clark County, Kansas",36
46003,"Aurora County, South Dakota",36
13125,"Glascock County, Georgia",35
19003,"Adams County, Iowa",35
20017,"Chase County, Kansas",35
20065,"Graham County, Kansas",35
26153,"Schoolcraft County, Michigan",35
38037,"Grant County, North Dakota",35
48075,"Childress County, Texas",35
30071,"Phillips County, Montana",34
42107,"Schuylkill County, Pennsylvania",34
08061,"Kiowa County, Colorado",33
29005,"Atchison County, Missouri",33
35011,"DeBaca County, New Mexico",33
46089,"McPherson County, South Dakota",33
05137,"Stone County, Arkansas",32
16037,"Custer County, Idaho",32
20135,"Ness County, Kansas",32
48087,"Collingsworth County, Texas",32
51678,"Lexington city, Virginia",32
20109,"Logan County, Kansas",31
20119,"Meade County, Kansas",31
46137,"Ziebach County, South Dakota",31
02280,"Wrangell-Petersburg Census Area, Alaska",30
27077,"Lake of the Woods County, Minnesota",30
38007,"Billings County, North Dakota",30
42081,"Lycoming County, Pennsylvania",30
38013,"Burke County, North Dakota",29
38065,"Oliver County, North Dakota",29
40057,"Harmon County, Oklahoma",29
46095,"Mellette County, South Dakota",29
51640,"Galax city, Virginia",29
02060,"Bristol Bay Borough, Alaska",28
30045,"Judith Basin County, Montana",28
46055,"Haakon County, South Dakota",28
48431,"Sterling County, Texas",28
02164,"Lake and Peninsula Borough, Alaska",27
29129,"Mercer County, Missouri",27
31113,"Logan County, Nebraska",27
42013,"Blair County, Pennsylvania",27
46073,"Jerauld County, South Dakota",27
20157,"Republic County, Kansas",26
31077,"Greeley County, Nebraska",26
48109,"Culberson County, Texas",26
48211,"Hemphill County, Texas",26
48333,"Mills County, Texas",26
51595,"Emporia city, Virginia",26
27011,"Big Stone County, Minnesota",25
38051,"McIntosh County, North Dakota",25
48295,"Lipscomb County, Texas",25
48311,"McMullen County, Texas",25
21189,"Owsley County, Kentucky",24
35059,"Union County, New Mexico",24
38039,"Griggs County, North Dakota",24
46007,"Bennett County, South Dakota",24
49055,"Wayne County, Utah",24
51091,"Highland County, Virginia",24
02100,"Haines Borough, Alaska",23
19159,"Ringgold County, Iowa",23
20147,"Phillips County, Kansas",23
20201,"Washington County, Kansas",23
31007,"Banner County, Nebraska",23
31105,"Kimball County, Nebraska",23
38095,"Towner County, North Dakota",23
46053,"Gregory County, South Dakota",23
42033,"Clearfield County, Pennsylvania",22
46043,"Douglas County, South Dakota",22
08057,"Jackson County, Colorado",21
13061,"Clay County, Georgia",21
13265,"Taliaferro County, Georgia",21
30019,"Daniels County, Montana",21
40059,"Harper County, Oklahoma",21
48125,"Dickens County, Texas",21
48137,"Edwards County, Texas",20
48191,"Hall County, Texas",20
08023,"Costilla County, Colorado",19
20039,"Decatur County, Kansas",19
20075,"Hamilton County, Kansas",19
21201,"Robertson County, Kentucky",19
27069,"Kittson County, Minnesota",19
46071,"Jackson County, South Dakota",19
08109,"Saguache County, Colorado",18
20189,"Stevens County, Kansas",18
46049,"Faulk County, South Dakota",18
46097,"Miner County, South Dakota",18
16023,"Butte County, Idaho",17
20097,"Kiowa County, Kansas",17
38083,"Sheridan County, North Dakota",17
38091,"Steele County, North Dakota",17
20089,"Jewell County, Kansas",16
20179,"Sheridan County, Kansas",16
35003,"Catron County, New Mexico",16
42063,"Indiana County, Pennsylvania",16
20137,"Norton County, Kansas",15
30091,"Sheridan County, Montana",15
30103,"Treasure County, Montana",15
46021,"Campbell County, South Dakota",15
42121,"Venango County, Pennsylvania",14
30107,"Wheatland County, Montana",13
27155,"Traverse County, Minnesota",12
46107,"Potter County, South Dakota",11
