dest_fips,county_state,total_in_exemptions
54109,"Wyoming County, West Virginia",192
48193,"Hamilton County, Texas",191
28041,"Greene County, Mississippi",190
05077,"Lee County, Arkansas",189
13099,"Early County, Georgia",189
13319,"Wilkinson County, Georgia",189
30003,"Big Horn County, Montana",189
22081,"Red River Parish, Louisiana",188
30089,"Sanders County, Montana",188
48505,"Zapata County, Texas",188
18161,"Union County, Indiana",187
19107,"Keokuk County, Iowa",187
20043,"Doniphan County, Kansas",187
29111,"Lewis County, Missouri",187
31093,"Howard County, Nebraska",187
19165,"Shelby County, Iowa",186
39121,"Noble County, Ohio",186
05099,"Nevada County, Arkansas",185
29185,"St. Clair County, Missouri",185
30035,"Glacier County, Montana",185
46079,"Lake County, South Dakota",185
47027,"Clay County, Tennessee",185
31039,"Cuming County, Nebraska",183
47091,"Johnson County, Tennessee",183
48437,"Swisher County, Texas",183
47083,"Houston County, Tennessee",182
16009,"Benewah County, Idaho",181
19037,"Chickasaw County, Iowa",181
51005,"Alleghany County, Virginia",181
13249,"Schley County, Georgia",180
28013,"Calhoun County, Mississippi",179
13001,"Appling County, Georgia",177
18101,"Martin County, Indiana",177
19029,"Cass County, Iowa",177
47049,"Fentress County, Tennessee",177
46033,"Custer County, South Dakota",176
47101,"Lewis County, Tennessee",176
05079,"Lincoln County, Arkansas",175
13241,"Rabun County, Georgia",175
32033,"White Pine County, Nevada",175
19119,"Lyon County, Iowa",174
31121,"Merrick County, Nebraska",174
51159,"Richmond County, Virginia",174
04011,"Greenlee County, Arizona",173
21095,"Harlan County, Kentucky",173
22025,"Catahoula Parish, Louisiana",173
40061,"Haskell County, Oklahoma",173
47151,"Scott County, Tennessee",173
48429,"Stephens County, Texas",173
54007,"Braxton County, West Virginia",173
16077,"Power County, Idaho",172
28053,"Humphreys County, Mississippi",171
35051,"Sierra County, New Mexico",171
17155,"Putnam County, Illinois",170
55091,"Pepin County, Wisconsin",170
28119,"Quitman County, Mississippi",168
31137,"Phelps County, Nebraska",168
48507,"Zavala County, Texas",168
51131,"Northampton County, Virginia",168
01131,"Wilcox County, Alabama",167
05039,"Dallas County, Arkansas",167
19197,"Wright County, Iowa",167
27135,"Roseau County, Minnesota",167
02150,"Kodiak Island Borough, Alaska",166
08007,"Archuleta County, Colorado",166
19109,"Kossuth County, Iowa",166
21229,"Washington County, Kentucky",166
38003,"Barnes County, North Dakota",166
37043,"Clay County, North Carolina",165
40127,"Pushmataha County, Oklahoma",165
56003,"Big Horn County, Wyoming",165
05117,"Prairie County, Arkansas",164
19131,"Mitchell County, Iowa",164
20027,"Clay County, Kansas",163
28019,"Choctaw County, Mississippi",163
48165,"Gaines County, Texas",163
27105,"Nobles County, Minnesota",162
46117,"Stanley County, South Dakota",162
48083,"Coleman County, Texas",161
27063,"Jackson County, Minnesota",159
13301,"Warren County, Georgia",158
27133,"Rock County, Minnesota",158
49027,"Millard County, Utah",158
02130,"Ketchikan Gateway Borough, Alaska",157
13197,"Marion County, Georgia",157
16081,"Teton County, Idaho",157
17185,"Wabash County, Illinois",157
13263,"Talbot County, Georgia",156
46005,"Beadle County, South Dakota",156
19133,"Monona County, Iowa",155
48107,"Crosby County, Texas",155
17033,"Crawford County, Illinois",154
19161,"Sac County, Iowa",154
27033,"Cottonwood County, Minnesota",154
29075,"Gentry County, Missouri",154
31127,"Nemaha County, Nebraska",154
46101,"Moody County, South Dakota",154
54087,"Roane County, West Virginia",154
02016,"Aleutians West Census Area, Alaska",153
17079,"Jasper County, Illinois",153
19005,"Allamakee County, Iowa",153
29065,"Dent County, Missouri",153
38055,"McLean County, North Dakota",153
41037,"Lake County, Oregon",153
31095,"Jefferson County, Nebraska",152
20127,"Morris County, Kansas",151
54089,"Summers County, West Virginia",151
19135,"Monroe County, Iowa",150
27107,"Norman County, Minnesota",150
31139,"Pierce County, Nebraska",150
20069,"Gray County, Kansas",149
48111,"Dallam County, Texas",149
48335,"Mitchell County, Texas",149
54047,"McDowell County, West Virginia",149
55041,"Forest County, Wisconsin",149
29153,"Ozark County, Missouri",148
40033,"Cotton County, Oklahoma",148
29033,"Carroll County, Missouri",147
29223,"Wayne County, Missouri",147
48297,"Live Oak County, Texas",147
01011,"Bullock County, Alabama",146
05137,"Stone County, Arkansas",146
17003,"Alexander County, Illinois",146
31097,"Johnson County, Nebraska",146
54073,"Pleasants County, West Virginia",146
21055,"Crittenden County, Kentucky",145
48495,"Winkler County, Texas",145
19177,"Van Buren County, Iowa",144
31037,"Colfax County, Nebraska",144
56019,"Johnson County, Wyoming",144
08065,"Lake County, Colorado",143
29087,"Holt County, Missouri",143
30001,"Beaverhead County, Montana",143
38099,"Walsh County, North Dakota",143
51051,"Dickenson County, Virginia",143
06049,"Modoc County, California",142
13181,"Lincoln County, Georgia",142
13303,"Washington County, Georgia",142
48153,"Floyd County, Texas",142
05101,"Newton County, Arkansas",141
27151,"Swift County, Minnesota",141
38079,"Rolette County, North Dakota",141
17065,"Hamilton County, Illinois",140
29205,"Shelby County, Missouri",140
31099,"Kearney County, Nebraska",140
37137,"Pamlico County, North Carolina",140
02290,"Yukon-Koyukuk Census Area, Alaska",139
28037,"Franklin County, Mississippi",139
29149,"Oregon County, Missouri",139
30017,"Custer County, Montana",138
48047,"Brooks County, Texas",138
55099,"Price County, Wisconsin",138
12037,"Franklin County, Florida",137
17169,"Schuyler County, Illinois",137
29041,"Chariton County, Missouri",137
55037,"Florence County, Wisconsin",137
21169,"Metcalfe County, Kentucky",136
40003,"Alfalfa County, Oklahoma",136
40075,"Kiowa County, Oklahoma",136
13283,"Treutlen County, Georgia",135
20205,"Wilson County, Kansas",135
51115,"Mathews County, Virginia",135
13201,"Miller County, Georgia",134
16021,"Boundary County, Idaho",134
19117,"Lucas County, Iowa",134
21181,"Nicholas County, Kentucky",134
29079,"Grundy County, Missouri",134
53013,"Columbia County, Washington",134
02180,"Nome Census Area, Alaska",133
46037,"Day County, South Dakota",133
20031,"Coffey County, Kansas",132
28157,"Wilkinson County, Mississippi",132
05011,"Bradley County, Arkansas",131
08055,"Huerfano County, Colorado",131
19091,"Humboldt County, Iowa",131
20189,"Stevens County, Kansas",131
21147,"McCreary County, Kentucky",131
21025,"Breathitt County, Kentucky",130
48307,"McCulloch County, Texas",130
17175,"Stark County, Illinois",129
48017,"Bailey County, Texas",129
31041,"Custer County, Nebraska",128
30023,"Deer Lodge County, Montana",127
31051,"Dixon County, Nebraska",127
01023,"Choctaw County, Alabama",126
05097,"Montgomery County, Arkansas",126
13165,"Jenkins County, Georgia",126
19009,"Audubon County, Iowa",126
27101,"Murray County, Minnesota",126
28097,"Montgomery County, Mississippi",126
46087,"McCook County, South Dakota",126
48069,"Castro County, Texas",126
48391,"Refugio County, Texas",126
51720,"Norton city, Virginia",126
31145,"Red Willow County, Nebraska",125
05095,"Monroe County, Arkansas",124
19051,"Davis County, Iowa",124
13317,"Wilkes County, Georgia",123
40067,"Jefferson County, Oklahoma",123
54095,"Tyler County, West Virginia",123
56043,"Washakie County, Wyoming",123
19185,"Wayne County, Iowa",121
16035,"Clearwater County, Idaho",120
19089,"Howard County, Iowa",120
49001,"Beaver County, Utah",120
17153,"Pulaski County, Illinois",119
25019,"Nantucket County, Massachusetts",119
48207,"Haskell County, Texas",119
48235,"Irion County, Texas",119
02188,"Northwest Arctic Borough, Alaska",118
17171,"Scott County, Illinois",118
46057,"Hamlin County, South Dakota",118
55078,"Menominee County, Wisconsin",118
19063,"Emmet County, Iowa",117
48317,"Martin County, Texas",117
32017,"Lincoln County, Nevada",116
05147,"Woodruff County, Arkansas",115
08099,"Prowers County, Colorado",115
12123,"Taylor County, Florida",115
40151,"Woods County, Oklahoma",115
49019,"Grand County, Utah",115
08011,"Bent County, Colorado",114
31045,"Dawes County, Nebraska",114
38061,"Mountrail County, North Dakota",114
21039,"Carlisle County, Kentucky",113
30007,"Broadwater County, Montana",113
56011,"Crook County, Wyoming",113
13003,"Atkinson County, Georgia",112
19053,"Decatur County, Iowa",112
21165,"Menifee County, Kentucky",112
05113,"Polk County, Arkansas",111
30087,"Rosebud County, Montana",111
31027,"Cedar County, Nebraska",111
20151,"Pratt County, Kansas",110
26053,"Gogebic County, Michigan",110
08027,"Custer County, Colorado",109
17047,"Edwards County, Illinois",109
26135,"Oscoda County, Michigan",109
27165,"Watonwan County, Minnesota",109
54017,"Doddridge County, West Virginia",109
13309,"Wheeler County, Georgia",108
27051,"Grant County, Minnesota",108
27173,"Yellow Medicine County, Minnesota",108
46113,"Shannon County, South Dakota",108
47095,"Lake County, Tennessee",107
29211,"Sullivan County, Missouri",106
02240,"Southeast Fairbanks Census Area, Alaska",105
13053,"Chattahoochee County, Georgia",105
13315,"Wilcox County, Georgia",105
06091,"Sierra County, California",104
21153,"Magoffin County, Kentucky",103
40141,"Tillman County, Oklahoma",103
46129,"Walworth County, South Dakota",103
19147,"Palo Alto County, Iowa",102
20131,"Nemaha County, Kansas",102
13007,"Baker County, Georgia",101
30061,"Mineral County, Montana",101
45005,"Allendale County, South Carolina",101
46109,"Roberts County, South Dakota",101
48389,"Reeves County, Texas",101
51045,"Craig County, Virginia",101
56031,"Platte County, Wyoming",101
30027,"Fergus County, Montana",100
35033,"Mora County, New Mexico",100
51530,"Buena Vista city, Virginia",100
21131,"Leslie County, Kentucky",99
51021,"Bland County, Virginia",99
54015,"Clay County, West Virginia",99
16061,"Lewis County, Idaho",98
19143,"Osceola County, Iowa",97
02270,"Wade Hampton Census Area, Alaska",96
08021,"Conejos County, Colorado",96
22035,"East Carroll Parish, Louisiana",95
38049,"McHenry County, North Dakota",95
48169,"Garza County, Texas",95
20077,"Harper County, Kansas",94
29203,"Shannon County, Missouri",94
32015,"Lander County, Nevada",94
48127,"Dimmit County, Texas",94
48283,"La Salle County, Texas",94
27117,"Pipestone County, Minnesota",93
27125,"Red Lake County, Minnesota",93
37005,"Alleghany County, North Carolina",93
08091,"Ouray County, Colorado",92
27029,"Clearwater County, Minnesota",92
17059,"Gallatin County, Illinois",91
02070,"Dillingham Census Area, Alaska",90
08025,"Crowley County, Colorado",90
31161,"Sheridan County, Nebraska",90
05013,"Calhoun County, Arkansas",89
40029,"Coal County, Oklahoma",89
26013,"Baraga County, Michigan",88
30099,"Teton County, Montana",88
01105,"Perry County, Alabama",87
20081,"Haskell County, Kansas",87
31143,"Polk County, Nebraska",87
38005,"Benson County, North Dakota",87
48501,"Yoakum County, Texas",87
20029,"Cloud County, Kansas",86
21171,"Monroe County, Kentucky",86
28103,"Noxubee County, Mississippi",86
26071,"Iron County, Michigan",85
31033,"Cheyenne County, Nebraska",85
31107,"Knox County, Nebraska",85
35007,"Colfax County, New Mexico",85
41023,"Grant County, Oregon",85
17013,"Calhoun County, Illinois",84
31101,"Keith County, Nebraska",84
05073,"Lafayette County, Arkansas",83
31003,"Antelope County, Nebraska",83
48357,"Ochiltree County, Texas",82
40007,"Beaver County, Oklahoma",81
01063,"Greene County, Alabama",80
13101,"Echols County, Georgia",80
21063,"Elliott County, Kentucky",80
27071,"Koochiching County, Minnesota",80
27149,"Stevens County, Minnesota",80
28063,"Jefferson County, Mississippi",80
13287,"Turner County, Georgia",79
20019,"Chautauqua County, Kansas",79
46115,"Spink County, South Dakota",79
54101,"Webster County, West Virginia",79
29081,"Harrison County, Missouri",77
32021,"Mineral County, Nevada",77
51580,"Covington city, Virginia",77
20093,"Kearny County, Kansas",76
46121,"Todd County, South Dakota",76
13141,"Hancock County, Georgia",75
20117,"Marshall County, Kansas",75
48011,"Armstrong County, Texas",75
35037,"Quay County, New Mexico",74
48229,"Hudspeth County, Texas",74
48411,"San Saba County, Texas",73
13037,"Calhoun County, Georgia",72
29035,"Carter County, Missouri",72
40045,"Ellis County, Oklahoma",72
46009,"Bon Homme County, South Dakota",72
13259,"Stewart County, Georgia",71
27081,"Lincoln County, Minnesota",71
30057,"Madison County, Montana",71
38073,"Ransom County, North Dakota",71
40043,"Dewey County, Oklahoma",71
48247,"Jim Hogg County, Texas",71
20053,"Ellsworth County, Kansas",70
20185,"Stafford County, Kansas",70
29045,"Clark County, Missouri",70
19093,"Ida County, Iowa",69
20165,"Rush County, Kansas",69
20193,"Thomas County, Kansas",69
20201,"Washington County, Kansas",69
30077,"Powell County, Montana",69
31123,"Morrill County, Nebraska",69
40055,"Greer County, Oklahoma",69
17009,"Brown County, Illinois",68
26153,"Schoolcraft County, Michigan",68
29103,"Knox County, Missouri",68
30065,"Musselshell County, Montana",68
31181,"Webster County, Nebraska",68
46047,"Fall River County, South Dakota",68
08095,"Phillips County, Colorado",67
08113,"San Miguel County, Colorado",67
13239,"Quitman County, Georgia",67
16003,"Adams County, Idaho",67
31083,"Harlan County, Nebraska",67
46041,"Dewey County, South Dakota",67
51515,"Bedford city, Virginia",67
30085,"Roosevelt County, Montana",66
46039,"Deuel County, South Dakota",66
55051,"Iron County, Wisconsin",66
02220,"Sitka Borough, Alaska",65
47175,"Van Buren County, Tennessee",65
56045,"Weston County, Wyoming",65
21053,"Clinton County, Kentucky",64
16029,"Caribou County, Idaho",63
21159,"Martin County, Kentucky",63
30097,"Sweet Grass County, Montana",63
48079,"Cochran County, Texas",63
30083,"Richland County, Montana",62
40129,"Roger Mills County, Oklahoma",61
48129,"Donley County, Texas",61
31173,"Thurston County, Nebraska",60
47067,"Hancock County, Tennessee",60
08063,"Kit Carson County, Colorado",59
20167,"Russell County, Kansas",59
31063,"Frontier County, Nebraska",59
31147,"Richardson County, Nebraska",59
38057,"Mercer County, North Dakota",59
19173,"Taylor County, Iowa",58
27031,"Cook County, Minnesota",58
31059,"Fillmore County, Nebraska",58
38009,"Bottineau County, North Dakota",58
38067,"Pembina County, North Dakota",58
48359,"Oldham County, Texas",58
31035,"Clay County, Nebraska",57
56035,"Sublette County, Wyoming",57
08125,"Yuma County, Colorado",56
20195,"Trego County, Kansas",56
20145,"Pawnee County, Kansas",55
26003,"Alger County, Michigan",55
38063,"Nelson County, North Dakota",55
47135,"Perry County, Tennessee",55
12067,"Lafayette County, Florida",54
16071,"Oneida County, Idaho",54
37095,"Hyde County, North Carolina",54
45065,"McCormick County, South Carolina",54
20047,"Edwards County, Kansas",53
26095,"Luce County, Michigan",52
30073,"Pondera County, Montana",52
46061,"Hanson County, South Dakota",52
48435,"Sutton County, Texas",52
20163,"Rooks County, Kansas",51
30021,"Dawson County, Montana",51
30039,"Granite County, Montana",51
48295,"Lipscomb County, Texas",51
08033,"Dolores County, Colorado",49
30005,"Blaine County, Montana",49
46067,"Hutchinson County, South Dakota",49
02201,"Prince of Wales-Outer Ketchikan Census Area, Alaska",48
17151,"Pope County, Illinois",48
31087,"Hitchcock County, Nebraska",48
54071,"Pendleton County, West Virginia",48
27087,"Mahnomen County, Minnesota",47
29005,"Atchison County, Missouri",47
08103,"Rio Blanco County, Colorado",46
19159,"Ringgold County, Iowa",46
20017,"Chase County, Kansas",46
26083,"Keweenaw County, Michigan",46
38075,"Renville County, North Dakota",46
49017,"Garfield County, Utah",46
46025,"Clark County, South Dakota",45
46137,"Ziebach County, South Dakota",45
48075,"Childress County, Texas",45
29129,"Mercer County, Missouri",44
38045,"LaMoure County, North Dakota",44
41025,"Harney County, Oregon",44
02068,"Denali Borough||| (created after 1990), Alaska",43
08109,"Saguache County, Colorado",43
30015,"Chouteau County, Montana",43
31013,"Box Butte County, Nebraska",43
32027,"Pershing County, Nevada",43
02232,"Skagway-Hoonah-Angoon Census Area|  (created after 1990), Alaska",42
21129,"Lee County, Kentucky",41
31105,"Kimball County, Nebraska",41
31125,"Nance County, Nebraska",41
46015,"Brule County, South Dakota",41
46031,"Corson County, South Dakota",41
48333,"Mills County, Texas",41
19003,"Adams County, Iowa",40
20007,"Barber County, Kansas",40
37075,"Graham County, North Carolina",40
48417,"Shackelford County, Texas",40
02185,"North Slope Borough, Alaska",39
21175,"Morgan County, Kentucky",39
31031,"Cherry County, Nebraska",39
31169,"Thayer County, Nebraska",39
20119,"Meade County, Kansas",38
40053,"Grant County, Oklahoma",38
40059,"Harper County, Oklahoma",38
46003,"Aurora County, South Dakota",38
41063,"Wallowa County, Oregon",37
46023,"Charles Mix County, South Dakota",37
49055,"Wayne County, Utah",37
13125,"Glascock County, Georgia",36
20025,"Clark County, Kansas",36
21189,"Owsley County, Kentucky",36
21237,"Wolfe County, Kentucky",36
46045,"Edmunds County, South Dakota",36
46085,"Lyman County, South Dakota",36
20049,"Elk County, Kansas",35
27073,"Lac qui Parle County, Minnesota",35
48197,"Hardeman County, Texas",35
48421,"Sherman County, Texas",35
31065,"Furnas County, Nebraska",34
48105,"Crockett County, Texas",34
48385,"Real County, Texas",34
51595,"Emporia city, Virginia",34
26131,"Ontonagon County, Michigan",33
31061,"Franklin County, Nebraska",33
48125,"Dickens County, Texas",33
51678,"Lexington city, Virginia",33
54013,"Calhoun County, West Virginia",33
08023,"Costilla County, Colorado",32
20207,"Woodson County, Kansas",32
31073,"Gosper County, Nebraska",32
38053,"McKenzie County, North Dakota",32
48275,"Knox County, Texas",32
48383,"Reagan County, Texas",31
54093,"Tucker County, West Virginia",31
29197,"Schuyler County, Missouri",30
36041,"Hamilton County, New York",30
48137,"Edwards County, Texas",30
02164,"Lake and Peninsula Borough, Alaska",29
20067,"Grant County, Kansas",29
20105,"Lincoln County, Kansas",29
46091,"Marshall County, South Dakota",29
20089,"Jewell County, Kansas",28
40057,"Harmon County, Oklahoma",28
46007,"Bennett County, South Dakota",28
46077,"Kingsbury County, South Dakota",28
48483,"Wheeler County, Texas",28
49033,"Rich County, Utah",28
05129,"Searcy County, Arkansas",27
16023,"Butte County, Idaho",27
17069,"Hardin County, Illinois",27
19151,"Pocahontas County, Iowa",27
20075,"Hamilton County, Kansas",27
20109,"Logan County, Kansas",27
38025,"Dunn County, North Dakota",27
38085,"Sioux County, North Dakota",27
13243,"Randolph County, Georgia",26
38091,"Steele County, North Dakota",26
54075,"Pocahontas County, West Virginia",26
02280,"Wrangell-Petersburg Census Area, Alaska",25
06003,"Alpine County, California",25
08009,"Baca County, Colorado",25
20157,"Republic County, Kansas",25
30105,"Valley County, Montana",24
35023,"Hidalgo County, New Mexico",24
46071,"Jackson County, South Dakota",24
51017,"Bath County, Virginia",24
46051,"Grant County, South Dakota",23
48023,"Baylor County, Texas",23
48267,"Kimble County, Texas",23
48271,"Kinney County, Texas",23
02013,"Aleutians East Borough, Alaska",22
13269,"Taylor County, Georgia",22
16007,"Bear Lake County, Idaho",22
20141,"Osborne County, Kansas",22
21057,"Cumberland County, Kentucky",22
38047,"Logan County, North Dakota",22
46111,"Sanborn County, South Dakota",22
47137,"Pickett County, Tennessee",22
48243,"Jeff Davis County, Texas",22
02100,"Haines Borough, Alaska",21
20065,"Graham County, Kansas",21
22107,"Tensas Parish, Louisiana",21
31129,"Nuckolls County, Nebraska",21
46053,"Gregory County, South Dakota",21
31077,"Greeley County, Nebraska",20
38041,"Hettinger County, North Dakota",20
38043,"Kidder County, North Dakota",20
48191,"Hall County, Texas",20
08073,"Lincoln County, Colorado",19
13065,"Clinch County, Georgia",19
20137,"Norton County, Kansas",19
20171,"Scott County, Kansas",19
27069,"Kittson County, Minnesota",19
31175,"Valley County, Nebraska",19
38019,"Cavalier County, North Dakota",19
38029,"Emmons County, North Dakota",19
38065,"Oliver County, North Dakota",19
16059,"Lemhi County, Idaho",18
30101,"Toole County, Montana",18
31089,"Holt County, Nebraska",18
46049,"Faulk County, South Dakota",18
16037,"Custer County, Idaho",17
27077,"Lake of the Woods County, Minnesota",17
29171,"Putnam County, Missouri",17
38021,"Dickey County, North Dakota",17
20123,"Mitchell County, Kansas",16
20181,"Sherman County, Kansas",10
